,CONTROL,ADM_RATE,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,NPT4_PUB,NPT4_PRIV,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,UGDS_WHITENH,UGDS_API,UGDS_API,OPEID,INSTNM,CITY,STABBR,INSTURL,HIGHDEG,LATITUDE,LONGITUDE
3599,1,,,,,,,,7163.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0308,0.1919,0.0687,0.0,0.0,0.6303,0.0782,0.0,521.0,0.8599,0.0595,0.0115,0.0019,0.0019,0.0077,0.0019,0.0,0.0557,,,,528100,Tennessee College of Applied Technology-Elizabethton,Elizabethton,TN,www.tcatelizabethton.edu,1,36.3661,-82.178
3600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254700,Emmanuel Christian Seminary,Johnson City,TN,www.ecs.edu,4,36.3019,-82.2985
3601,3,,,,,,,,,14807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.9155,0.0704,0.0,0.0,0.0,0.0,0.0141,0.0,0.0,,,,2595000,Fayetteville College of Cosmetology Arts and Sciences,Fayetteville,TN,www.fayettevillecollegeofcosmetologyartsandsciences.com,1,35.1527,-86.5722
3602,2,0.3968,420.0,430.0,430.0,440.0,420.0,430.0,,20875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139,0.0,0.0556,0.0,0.0,0.0139,0.0,0.0,0.1667,0.0139,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0556,0.0,0.25,0.0,0.0,0.0417,0.0,0.0,0.0,0.0,0.0556,0.0,0.1389,0.0278,611.0,0.0082,0.8707,0.0131,0.0082,0.0,0.0,0.0147,0.0,0.0851,,,,349000,Fisk University,Nashville,TN,www.fisk.edu,4,36.1691,-86.8057
3603,2,,,,,,,,,17016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2973,0.0,0.0,0.0,0.0,0.0,0.0,0.0541,0.0,0.0811,0.0,0.0,0.0,0.0,0.0,0.3784,0.0,0.0,0.0811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0811,0.027,270.0,0.8519,0.1037,0.0185,0.0074,0.0,0.0,0.0111,0.0074,0.0,,,,3001800,Welch College,Nashville,TN,WWW.Welch.EDU,3,36.1346,-86.8262
3604,2,0.9203,480.0,600.0,470.0,570.0,,,,18905.0,0.0,0.0,0.0,0.0,0.0533,0.0,0.01,0.0,0.02,0.0033,0.0,0.0033,0.0467,0.0,0.03,0.0,0.0,0.0967,0.02,0.0,0.1267,0.0767,0.0,0.1367,0.0067,0.0,0.0467,0.0533,0.0533,0.0,0.0,0.0,0.0,0.0,0.0567,0.0367,0.1033,0.02,1290.0,0.8775,0.0574,0.014,0.0023,0.0031,0.0,0.0171,0.0209,0.0078,,,,349200,Freed-Hardeman University,Henderson,TN,www.fhu.edu,4,35.4401,-88.6394
3605,1,,,,,,,,8424.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.0476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2202,0.1726,0.0,0.0,0.2976,0.1786,0.0,250.0,0.848,0.02,0.0,0.008,0.0,0.0,0.0,0.0,0.124,,,,1032600,Tennessee College of Applied Technology-Harriman,Harriman,TN,www.tcatharriman.edu,1,35.9627,-84.5263
3606,1,,,,,,,,6018.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0647,0.0,0.0,0.0746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0995,0.1194,0.0,0.0,0.4378,0.204,0.0,269.0,0.9442,0.0446,0.0112,0.0,0.0,0.0,0.0,0.0,0.0,,,,528200,Tennessee College of Applied Technology-Hartsville,Hartsville,TN,www.tcathartsville.edu,1,36.3872,-86.1437
3607,2,0.5836,265.0,315.0,295.0,325.0,,,,15126.0,0.0667,0.0222,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222,0.0,0.0222,0.0444,0.0222,0.0,0.0,0.0,0.0,0.0,0.0,0.2889,0.1111,0.0,222.0,0.8243,0.1081,0.027,0.0,0.0,0.0,0.0225,0.018,0.0,,,,349400,Hiwassee College,Madisonville,TN,www.hiwassee.edu,3,35.5577,-84.3646
3608,1,,,,,,,,9283.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0622,0.0,0.0287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2967,0.0383,0.0,0.0,0.3062,0.1579,0.0,363.0,0.865,0.0386,0.0275,0.0,0.0,0.0,0.0275,0.0,0.0413,,,,535600,Tennessee College of Applied Technology-Hohenwald,Hohenwald,TN,www.tcathohenwald.edu,1,35.5489,-87.5749
3609,1,,,,,,,,6532.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4718,0.1972,0.0,0.0,0.2113,0.1197,0.0,246.0,0.9634,0.0122,0.0,0.0122,0.0,0.0,0.0122,0.0,0.0,,,,1070000,Tennessee College of Applied Technology-Jacksboro,Jacksboro,TN,www.tcatjacksboro.edu,1,36.3174,-84.209
3610,1,,,,,,,,8819.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0358,0.0,0.0187,0.0,0.0156,0.0,0.0031,0.0,0.0,0.4541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4526,0.0202,0.0,3413.0,0.7372,0.1998,0.0193,0.0053,0.0021,0.0,0.017,0.0012,0.0182,,,,493700,Jackson State Community College,Jackson,TN,www.jscc.edu,2,35.6456,-88.7821
3611,2,,,,,,,,,12015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.7459,0.2377,0.0,0.0082,0.0082,0.0,0.0,0.0,0.0,,,,885900,John A Gupton College,Nashville,TN,www.guptoncollege.edu,2,36.1566,-86.7948
3612,2,0.5464,470.0,560.0,480.0,570.0,470.0,560.0,,13351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826.0,0.891,0.0206,0.0266,0.0036,0.0024,0.0012,0.0242,0.0266,0.0036,,,,349500,Johnson University,Knoxville,TN,www.johnsonu.edu,4,35.9372,-83.7503
3613,3,,,,,,,,,13785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.4821,0.381,0.0357,0.0119,0.0,0.0,0.0238,0.0,0.0655,,,,2153100,Paul Mitchell the School-Nashville,Antioch,TN,www.paulmitchelltheschool.com,1,36.0379,-86.641
3614,2,0.6377,450.0,560.0,470.0,560.0,,,,15532.0,0.0,0.0,0.0,0.0,0.0091,0.0,0.0546,0.0,0.0152,0.0,0.0,0.0015,0.0,0.0,0.0106,0.0,0.0,0.0258,0.0137,0.0,0.0015,0.0076,0.0,0.0121,0.0015,0.0,0.0243,0.0015,0.0,0.0137,0.0,0.0,0.0,0.0,0.0106,0.4279,0.3612,0.0076,2121.0,0.8095,0.0556,0.0217,0.0057,0.0028,0.0,0.0146,0.0269,0.0632,,,,349600,King University,Bristol,TN,www.king.edu,4,36.5859,-82.1565
3615,3,,,,,,,,,28696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098,0.0,0.0,0.0,0.0,0.0523,0.0,0.0,0.0,0.0523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6275,0.098,0.0,708.0,0.8531,0.0932,0.0141,0.0113,0.0,0.0,0.0212,0.0,0.0071,,,,493800,South College,Knoxville,TN,www.southcollegetn.edu,4,35.9616,-83.9748
3616,3,,,,,,,,,5218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.55,0.4,0.025,0.025,0.0,0.0,0.0,0.0,0.0,,,,2255000,Knoxville Institute of Hair Design,Knoxville,TN,kihd.net,1,35.9818,-83.9296
3617,2,0.4916,360.0,510.0,280.0,530.0,640.0,680.0,,10823.0,0.0,0.0,0.0,0.0,0.0783,0.0,0.0498,0.0,0.0854,0.0,0.0,0.0,0.0,0.0,0.0071,0.0,0.0,0.1637,0.032,0.0,0.153,0.0,0.0,0.0,0.0142,0.0,0.0,0.1388,0.0,0.1281,0.0,0.0,0.0,0.0,0.0071,0.0,0.1423,0.0,1554.0,0.0013,0.9987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,349900,Lane College,Jackson,TN,www.lanecollege.edu,3,35.6282,-88.8068
3618,2,0.2335,,,,,,,,12091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.064,0.072,0.016,0.0,0.0,0.0,0.0,0.008,0.0,0.576,0.0,1009.0,0.003,0.9921,0.003,0.002,0.0,0.0,0.0,0.0,0.0,,,,350100,Le Moyne-Owen College,Memphis,TN,www.loc.edu,3,35.1186,-90.0341
3619,2,0.9165,490.0,600.0,460.0,580.0,,,,13104.0,0.0,0.0,0.0,0.0,0.0863,0.0,0.0131,0.0,0.1974,0.0,0.0,0.0065,0.0,0.0,0.034,0.0078,0.0,0.0105,0.0183,0.0,0.0118,0.017,0.0118,0.183,0.0026,0.0,0.102,0.0,0.0,0.0444,0.0,0.0,0.0,0.0,0.0405,0.0889,0.0889,0.0353,4143.0,0.7847,0.0589,0.0403,0.0109,0.0046,0.0014,0.0046,0.0456,0.049,,,,350000,Lee University,Cleveland,TN,www.leeuniversity.edu,4,35.1662,-84.87
3620,2,0.6995,480.0,500.0,500.0,540.0,,,,9095.0,0.0,0.0106,0.0,0.0,0.0043,0.0,0.0,0.0,0.0532,0.0,0.0,0.0,0.0,0.0,0.0191,0.0,0.0,0.0447,0.0106,0.0,0.0,0.0319,0.0021,0.0,0.0106,0.0,0.0128,0.0234,0.0213,0.0,0.0,0.0,0.0,0.0,0.0149,0.6149,0.0957,0.0298,1632.0,0.8388,0.0423,0.0214,0.0086,0.0012,0.0,0.0116,0.0239,0.0521,,,,350200,Lincoln Memorial University,Harrogate,TN,www.lmunet.edu,4,36.5813,-83.6588
3621,1,,,,,,,,5044.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0359,0.2511,0.0404,0.0,0.0,0.4574,0.1435,0.0,319.0,0.9749,0.0094,0.0,0.0,0.0,0.0,0.0157,0.0,0.0,,,,535300,Tennessee College of Applied Technology-Livingston,Livingston,TN,www.tcatlivingston.edu,1,36.3957,-85.3185
3622,2,,,,,,,,,15276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0667,0.0611,0.0,0.1,0.0,0.0,0.0722,0.0333,0.0,0.0389,0.0,0.0,0.0444,0.05,0.0111,0.0,0.0,0.0,0.0,0.0,0.0,0.1611,0.2056,0.0333,1144.0,0.6731,0.0962,0.021,0.0,0.0052,0.0,0.0,0.0507,0.1538,,,,350400,Martin Methodist College,Pulaski,TN,www.martinmethodist.edu,3,35.2007,-87.0351
3623,2,0.7259,450.0,550.0,450.0,550.0,,,,14809.0,0.0,0.0287,0.0,0.0,0.0,0.0,0.0144,0.0,0.1053,0.0,0.0,0.0335,0.0,0.0,0.0909,0.0,0.0,0.1053,0.0239,0.0,0.0,0.0383,0.0431,0.0,0.0096,0.0,0.1148,0.0,0.0,0.0622,0.0,0.0,0.0,0.0,0.0861,0.0,0.177,0.067,1139.0,0.8156,0.072,0.0325,0.0114,0.0061,0.0018,0.0211,0.0369,0.0026,,,,350500,Maryville College,Maryville,TN,www.maryvillecollege.edu,3,35.752,-83.9639
3624,1,,,,,,,,9743.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5523,0.1744,0.0,0.0,0.0,0.2733,0.0,168.0,0.8333,0.125,0.006,0.0,0.0,0.0,0.0357,0.0,0.0,,,,535200,Tennessee College of Applied Technology-McKenzie,McKenzie,TN,www.tcatmckenzie.edu,1,36.1197,-88.5212
3625,3,,,,,,,,,10666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2381,0.0,0.0,518.0,0.6197,0.3398,0.0251,0.0058,0.0039,0.0039,0.0,0.0,0.0019,,,,865500,Genesis Career College-Cookeville,Cookeville,TN,www.genesiscareer.edu,1,36.1765,-85.4856
3626,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350600,Meharry Medical College,Nashville,TN,www.mmc.edu,4,36.1667,-86.8073
3627,2,0.3978,500.0,620.0,410.0,530.0,,,,20870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,367.0,0.6022,0.248,0.0654,0.0163,0.0027,0.0,0.0572,0.0054,0.0027,,,,350700,Memphis College of Art,Memphis,TN,www.mca.edu,4,35.1459,-89.9937
3628,1,,,,,,,,5982.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0988,0.0,0.0,0.0204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0596,0.3458,0.0579,0.0954,0.0239,0.2232,0.075,0.0,817.0,0.2093,0.7699,0.0049,0.0098,0.0012,0.0012,0.0012,0.0,0.0024,,,,536000,Tennessee College of Applied Technology-Memphis,Memphis,TN,www.tcatmemphis.edu,1,35.1497,-90.0388
3629,1,0.6841,450.0,600.0,460.0,600.0,450.0,580.0,12258.0,,0.0,0.0,0.0021,0.0021,0.0502,0.0,0.0048,0.0,0.0928,0.0308,0.0097,0.0139,0.0,0.0,0.0339,0.0623,0.0,0.0291,0.0107,0.0,0.1091,0.0436,0.0052,0.0,0.0191,0.0,0.0537,0.0305,0.0135,0.0381,0.0,0.0,0.0,0.0,0.045,0.0904,0.1857,0.0236,16178.0,0.4988,0.3936,0.0343,0.0265,0.0025,0.0011,0.0302,0.0083,0.0047,,,,350900,University of Memphis,Memphis,TN,www.memphis.edu,4,35.1159,-89.9935
3630,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052900,Memphis Theological Seminary,Memphis,TN,www.memphisseminary.edu/,4,35.1331,-89.9827
3631,3,0.9547,,,,,,,,19900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.016,0.016,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.112,0.0,0.0,0.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.36,0.04,2456.0,0.4039,0.533,0.0509,0.0,0.0,0.0,0.0024,0.0,0.0098,,,,998200,Victory University,Memphis,TN,www.victory.edu,4,35.1392,-89.9462
3632,1,0.6996,450.0,580.0,450.0,570.0,,,9169.0,,0.0281,0.0,0.0,0.0,0.0729,0.0,0.0082,0.0,0.083,0.0,0.0224,0.0168,0.0293,0.0,0.0209,0.101,0.0,0.0363,0.0091,0.0,0.0418,0.0344,0.0036,0.0,0.0125,0.0,0.0541,0.0375,0.0216,0.0414,0.0,0.0,0.0,0.0298,0.0955,0.0512,0.1332,0.0154,20914.0,0.6662,0.2066,0.0417,0.026,0.0033,0.001,0.0281,0.0144,0.0129,,,,351000,Middle Tennessee State University,Murfreesboro,TN,www.mtsu.edu,4,35.8491,-86.3621
3633,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778300,Middle Tennessee School of Anesthesia Inc,Madison,TN,www.MTSA.edu,4,36.253,-86.6834
3634,2,0.683,480.0,583.0,460.0,583.0,450.0,600.0,,16772.0,0.0,0.0,0.0,0.0,0.0263,0.0,0.0395,0.0,0.0,0.0,0.0,0.0,0.0746,0.0,0.0175,0.0132,0.0,0.0482,0.0219,0.0,0.0044,0.0965,0.0,0.0877,0.0088,0.0,0.0439,0.0,0.0044,0.0219,0.0,0.0,0.0,0.0,0.0219,0.25,0.2061,0.0132,933.0,0.8371,0.0493,0.0439,0.0118,0.0064,0.0021,0.0182,0.03,0.0011,,,,351100,Milligan College,Milligan College,TN,www.milligan.edu,4,36.3004,-82.295
3635,1,,,,,,,,8472.0,,0.0,0.0,0.0,0.0,0.0,0.0689,0.0,0.0,0.0,0.0,0.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0623,0.2426,0.1738,0.0,0.0,0.2131,0.2328,0.0,638.0,0.9498,0.011,0.0313,0.0,0.0016,0.0031,0.0031,0.0,0.0,,,,535100,Tennessee College of Applied Technology-Morristown,Morristown,TN,www.ttcmorristown.edu,1,36.2052,-83.2993
3636,1,0.4226,375.0,515.0,415.0,490.0,,,7641.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0188,0.0,0.0721,0.0,0.0784,0.0,0.0345,0.0,0.0,0.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0972,0.0251,0.0,3901.0,0.7939,0.0959,0.0418,0.0213,0.0013,0.0008,0.0164,0.0046,0.0241,,,,683600,Motlow State Community College,Tullahoma,TN,www.mscc.edu,2,35.3655,-86.2994
3637,1,,,,,,,,9598.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0243,0.0,0.0,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2065,0.0405,0.0,0.0,0.4858,0.1579,0.0,335.0,0.791,0.1164,0.0269,0.0418,0.003,0.0,0.0149,0.006,0.0,,,,2103500,Tennessee College of Applied Technology-Murfreesboro,Murfreesboro,TN,www.tcatmurfreesboro.edu,1,35.8476,-86.4482
3638,3,,,,,,,,,14949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1856.0,0.6325,0.2182,0.0237,0.007,0.0032,0.0011,0.1072,0.0,0.007,,,,793803,Lincoln College of Technology-Nashville,Nashville,TN,www.nadcedu.com,2,36.1954,-86.7457
3639,3,,,,,,,,,22257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,164.0,0.6159,0.3354,0.0488,0.0,0.0,0.0,0.0,0.0,0.0,,,,2125300,Nashville College of Medical Careers,Madison,TN,www.Nashvillecollege.com,1,36.2917,-86.7063
3640,1,,,,,,,,6316.0,,0.0024,0.0,0.0,0.0,0.0,0.0,0.0393,0.022,0.0039,0.0,0.0542,0.0,0.0425,0.0102,0.0,0.5951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0181,0.0008,0.0,0.0008,0.0039,0.0,0.0,0.0362,0.0928,0.0668,0.0,8349.0,0.5463,0.3296,0.0442,0.0362,0.0036,0.0031,0.0182,0.0065,0.0123,,,,814500,Nashville State Community College,Nashville,TN,www.nscc.edu,2,36.1355,-86.8567
3641,1,,,,,,,,7151.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3378,0.1284,0.0,0.0,0.3615,0.1149,0.0,240.0,0.8375,0.1333,0.0208,0.0083,0.0,0.0,0.0,0.0,0.0,,,,528300,Tennessee College of Applied Technology-Newbern,Newbern,TN,www.tcatnewbern.edu,1,36.12,-89.2572
3642,2,0.5816,,,,,,,,23090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4857,0.0,0.5143,0.0,179.0,0.8603,0.0503,0.0335,0.0335,0.0112,0.0,0.0,0.0,0.0112,,,,2106400,O'More College of Design,Franklin,TN,www.omorecollege.edu,3,35.921,-86.8681
3643,1,,,,,,,,7014.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0463,0.0,0.0,0.0,0.0,0.0534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.1815,0.0996,0.0,0.0,0.3238,0.2242,0.0,271.0,0.8376,0.1181,0.0185,0.0037,0.0037,0.0,0.0185,0.0,0.0,,,,2237900,Tennessee College of Applied Technology-Paris,Paris,TN,www.tcatparis.edu,1,36.2964,-88.2964
3644,3,,,,,,,,,13165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.5839,0.3796,0.0292,0.0073,0.0,0.0,0.0,0.0,0.0,,,,1044700,Plaza Beauty School,Memphis,TN,www.plazabeautyschool.com,1,35.1121,-89.9055
3645,1,,,,,,,,8335.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2622,0.0533,0.2178,0.0,0.0,0.1022,0.1378,0.0,200.0,0.87,0.065,0.02,0.005,0.015,0.0,0.025,0.0,0.0,,,,946400,Tennessee College of Applied Technology-Pulaski,Pulaski,TN,www.ttcpulaski.edu,1,35.191,-87.0079
3646,2,0.5764,590.0,690.0,580.0,680.0,,,,24751.0,0.0,0.0138,0.0,0.0,0.0,0.0,0.0138,0.0,0.0,0.0,0.0,0.0359,0.0,0.0,0.1077,0.0,0.0,0.1685,0.011,0.0,0.0,0.0,0.0331,0.0,0.0718,0.0,0.0552,0.0,0.0,0.2155,0.0,0.0,0.0,0.0,0.0608,0.0,0.1464,0.0663,2012.0,0.7778,0.0586,0.0328,0.0557,0.004,0.0,0.0303,0.0214,0.0194,,,,351900,Rhodes College,Memphis,TN,www.rhodes.edu,4,35.1544,-89.9892
3647,1,,,,,,,,6382.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1607,0.0,0.0,0.0,0.0,0.4286,0.3393,0.0,126.0,0.6984,0.2698,0.0159,0.0,0.0,0.0,0.0159,0.0,0.0,,,,1216400,Tennessee College of Applied Technology-Ripley,Ripley,TN,www.tcatripley.edu,1,35.746,-89.5557
3648,1,0.9922,,,,,,,7653.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0531,0.0,0.0,0.0,0.0249,0.0056,0.0,0.3944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588,0.0,0.0305,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.3525,0.0678,0.0,4952.0,0.891,0.0309,0.0254,0.0057,0.0032,0.0006,0.0246,0.0034,0.0151,,,,991400,Roane State Community College,Harriman,TN,www.roanestate.edu,2,35.8813,-84.6208
