,CONTROL,ADM_RATE,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,NPT4_PUB,NPT4_PRIV,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,UGDS_WHITENH,UGDS_API,UGDS_API,OPEID,INSTNM,CITY,STABBR,INSTURL,HIGHDEG,LATITUDE,LONGITUDE
1712,1,0.6397,500.0,600.0,530.0,630.0,,,16351.0,,0.0,0.0,0.0,0.0014,0.0,0.0,0.1335,0.0,0.0,0.1325,0.0168,0.0023,0.0,0.0,0.0309,0.0495,0.0,0.0304,0.0172,0.0,0.0045,0.0,0.0082,0.0,0.0159,0.0,0.0667,0.1253,0.0,0.0277,0.0,0.0,0.0,0.0,0.0527,0.1035,0.1598,0.0213,11830.0,0.6611,0.0606,0.0896,0.0855,0.0016,0.0002,0.0222,0.017,0.0621,,,,216100,University of Massachusetts-Lowell,Lowell,MA,www.uml.edu,4,42.6537,-71.3251
1713,3,,,,,,,,,15506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.1579,0.3947,0.4211,0.0263,0.0,0.0,0.0,0.0,0.0,,,,1206800,Mansfield Beauty Schools-Springfield,Springfield,MA,mansfieldbeautyschools.edu,1,42.1037,-72.5915
1714,3,,,,,,,,,13585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.8833,0.05,0.05,0.0167,0.0,0.0,0.0,0.0,0.0,,,,1204200,Mansfield Beauty Schools-Quincy,Quincy,MA,www.mansfieldbeautyschools.edu,1,42.2452,-71.0032
1715,2,,,,,,,,,21177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0862,0.0,0.1897,0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,0.0,0.2414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4483,0.0,173.0,0.5838,0.0636,0.237,0.0289,0.0058,0.0058,0.0,0.0,0.0751,,,,687300,Marian Court College,Swampscott,MA,www.mariancourt.edu,2,42.4697,-70.8919
1716,1,0.6294,540.0,640.0,570.0,670.0,,,19087.0,,0.0541,0.0252,0.0152,0.0085,0.0597,0.0,0.0144,0.0,0.0016,0.0627,0.0,0.0224,0.0,0.016,0.0298,0.0189,0.0,0.0899,0.0136,0.0,0.049,0.0204,0.0069,0.0,0.0134,0.0,0.0761,0.0079,0.0019,0.1087,0.007,0.0,0.0,0.0,0.0342,0.068,0.148,0.0264,21672.0,0.6685,0.0359,0.0482,0.0774,0.0013,0.0006,0.0232,0.0216,0.1232,,,,222100,University of Massachusetts-Amherst,Amherst,MA,www.umass.edu,4,42.391,-72.5274
1717,1,0.7141,430.0,550.0,470.0,580.0,,,11741.0,,0.0,0.0173,0.0,0.0104,0.0,0.0,0.0294,0.0,0.0022,0.0,0.0,0.013,0.0,0.0009,0.042,0.0,0.0,0.0706,0.0026,0.0,0.0074,0.0545,0.0117,0.0,0.0082,0.0,0.1156,0.0667,0.0104,0.1182,0.0,0.0,0.0,0.0,0.0238,0.1805,0.1991,0.0156,11786.0,0.4157,0.1554,0.1198,0.1201,0.0014,0.0003,0.0249,0.0968,0.0656,,,,222200,University of Massachusetts-Boston,Boston,MA,www.umb.edu,4,42.3145,-71.0387
1718,1,,,,,,,,12324.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0236,0.0,0.0576,0.0,0.0355,0.0,0.0044,0.0177,0.0,0.26,0.0,0.0162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0517,0.0222,0.0,0.0,0.0532,0.0,0.0,0.0015,0.3397,0.1137,0.0,4573.0,0.5119,0.1795,0.1557,0.0444,0.007,0.0009,0.0,0.021,0.0796,,,,217100,Massachusetts Bay Community College,Wellesley Hills,MA,www.massbay.edu,2,42.3127,-71.264
1719,2,0.8921,480.0,570.0,510.0,630.0,480.0,590.0,,34345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9819,0.0,0.0,3808.0,0.3858,0.0467,0.0247,0.2602,0.0018,0.0003,0.0081,0.1087,0.1636,,,,216500,MCPHS University,Boston,MA,www.mcphs.edu,4,42.337,-71.101
1720,1,0.6982,500.0,600.0,470.0,580.0,490.0,590.0,21058.0,,0.0,0.0,0.0306,0.0,0.0,0.0,0.0,0.0,0.0501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9192,0.0,0.0,0.0,1861.0,0.691,0.0253,0.0715,0.058,0.0043,0.0027,0.0172,0.0285,0.1016,,,,218000,Massachusetts College of Art and Design,Boston,MA,www.massart.edu,4,42.3369,-71.0995
1721,2,0.0815,680.0,770.0,750.0,800.0,690.0,780.0,,21816.0,0.0,0.0,0.0182,0.0,0.0058,0.0,0.1785,0.0,0.0,0.4395,0.0,0.0,0.0,0.0,0.001,0.0067,0.0,0.0893,0.0614,0.0,0.0345,0.0,0.0,0.0,0.0998,0.0,0.0,0.0,0.0,0.0288,0.0,0.0,0.0,0.0,0.001,0.0,0.0355,0.0,4510.0,0.3707,0.053,0.1643,0.2404,0.0027,0.0,0.0508,0.096,0.0222,,,,217800,Massachusetts Institute of Technology,Cambridge,MA,web.mit.edu/student/,4,42.3601,-71.0921
1722,1,0.7726,460.0,550.0,500.0,600.0,440.0,530.0,16546.0,,0.0,0.0986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1162,0.0,0.0,0.0,0.0,0.0,0.1585,0.0,0.0,0.169,0.0,1362.0,0.9031,0.0169,0.0147,0.0264,0.0169,0.0,0.0,0.0051,0.0169,,,,218100,Massachusetts Maritime Academy,Buzzards Bay,MA,www.maritime.edu,4,41.7405,-70.624
1723,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975600,University of Massachusetts Medical School Worcester,Worcester,MA,www.umassmed.edu,4,42.2776,-71.7607
1724,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2163600,Massachusetts School of Professional Psychology,Newton,MA,www.mspp.edu,4,42.278,-71.1796
1725,3,,,,,,,,,11438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.4286,0.4396,0.0769,0.0,0.0,0.0,0.022,0.0,0.033,,,,2092100,Massachusetts School of Barbering,Quincy,MA,massschoolofbarbering.com,1,42.247,-71.001
1726,1,,,,,,,,9241.0,,0.0,0.0,0.0,0.0,0.0072,0.0,0.028,0.0248,0.0114,0.0,0.0435,0.0,0.03,0.0,0.0,0.2153,0.0,0.001,0.0,0.0,0.1066,0.0,0.0,0.0,0.0,0.0,0.0,0.1139,0.0207,0.0,0.0,0.0186,0.0,0.0,0.0238,0.207,0.148,0.0,7034.0,0.5661,0.2747,0.0664,0.0165,0.0034,0.0009,0.0375,0.0006,0.034,,,,217700,Massasoit Community College,Brockton,MA,www.massasoit.mass.edu,2,42.076,-70.9889
1727,2,0.786,,,,,,,,29063.0,0.0,0.002,0.0,0.002,0.0543,0.0,0.0121,0.0,0.0342,0.0523,0.0,0.0101,0.0463,0.0,0.0262,0.0423,0.0,0.0463,0.0101,0.0,0.0,0.0262,0.006,0.0,0.0121,0.0,0.0322,0.0584,0.0,0.0704,0.0,0.0,0.0,0.0,0.0101,0.0926,0.3441,0.0101,2722.0,0.6657,0.0301,0.0621,0.0187,0.0015,0.0004,0.014,0.0602,0.1473,,,,212000,Merrimack College,North Andover,MA,www.merrimack.edu,4,42.6684,-71.1242
1728,2,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,160.0,0.7188,0.0813,0.075,0.0688,0.0188,0.0063,0.0,0.0,0.0313,,,,2231600,MGH Institute of Health Professions,Boston,MA,www.mghihp.edu,4,42.3736,-71.0565
1729,1,,,,,,,,4047.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0185,0.0,0.0517,0.0,0.054,0.0,0.0,0.0309,0.0,0.3156,0.0,0.0046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0463,0.0,0.0849,0.0,0.0,0.0,0.0031,0.0,0.0,0.0216,0.1937,0.1752,0.0,8871.0,0.6026,0.0732,0.1744,0.1115,0.0019,0.0006,0.016,0.0123,0.0076,,,,993600,Middlesex Community College,Bedford,MA,www.middlesex.mass.edu,2,42.5251,-71.274
1730,2,,,,,,,,,21510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8732,0.0,0.0,0.0,378.0,0.7566,0.0476,0.0635,0.0,0.0053,0.0265,0.0265,0.0079,0.0661,,,,2063000,Montserrat College of Art,Beverly,MA,www.montserrat.edu/,3,42.5504,-70.8764
1731,2,0.4681,,,,,,,,28118.0,0.0,0.0458,0.0147,0.049,0.0,0.0,0.018,0.0,0.018,0.0,0.0,0.0294,0.0,0.0,0.085,0.0,0.0,0.152,0.0147,0.0,0.0359,0.0,0.0294,0.0,0.0621,0.0,0.0735,0.0,0.0,0.2598,0.0,0.0,0.0,0.0,0.0784,0.0,0.0,0.0343,2154.0,0.4721,0.0585,0.0817,0.0873,0.0005,0.0005,0.0297,0.2456,0.0241,,,,219200,Mount Holyoke College,South Hadley,MA,www.mtholyoke.edu,4,42.2576,-72.5736
1732,2,0.6065,400.0,490.0,390.0,490.0,390.0,490.0,,27772.0,0.0107,0.0,0.0,0.0107,0.0,0.032,0.0,0.0676,0.0285,0.0,0.0,0.0,0.0,0.0,0.0036,0.032,0.0,0.0285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.0996,0.0036,0.0,0.0,0.0,0.0,0.0,0.0712,0.3025,0.2384,0.0,1261.0,0.5908,0.1166,0.1094,0.0206,0.0008,0.0008,0.0309,0.0492,0.0809,,,,219300,Mount Ida College,Newton,MA,www.mountida.edu,4,42.2932,-71.1947
1733,1,,,,,,,,8685.0,,0.0,0.0065,0.0,0.0,0.0,0.0129,0.0569,0.0,0.0,0.0,0.0129,0.0,0.0285,0.0517,0.0,0.1242,0.0,0.0401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0349,0.0556,0.0,0.0,0.0129,0.0,0.0,0.0181,0.3997,0.1449,0.0,4222.0,0.7056,0.0725,0.1386,0.0204,0.0047,0.0017,0.0263,0.0071,0.0232,,,,217200,Mount Wachusett Community College,Gardner,MA,MWCC.EDU,2,42.5932,-71.9841
1734,3,,,,,,,,,22123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,210.0,0.6238,0.1048,0.081,0.0571,0.0,0.0,0.0476,0.0,0.0857,,,,2491700,Cortiva Institute-Boston,Watertown,MA,www.cortiva.com,1,42.3617,-71.1907
1735,2,0.7681,,,,,,,,39079.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,340.0,0.5265,0.0235,0.1235,0.0382,0.0029,0.0,0.05,0.0971,0.1382,,,,466700,School of the Museum of Fine Arts-Boston,Boston,MA,www.smfa.edu,4,42.339,-71.0969
1736,3,,,,,,,,,20999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,369.0,0.1111,0.3821,0.2954,0.0217,0.0,0.0,0.0163,0.0,0.1734,,,,1151000,Everest Institute-Brighton,Brighton,MA,www.everest.edu/campus/brighton,1,42.3471,-71.1414
1737,3,,,,,,,,,14589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.5185,0.1852,0.1481,0.0,0.0,0.0,0.0,0.0,0.1481,,,,2339400,Rob Roy Academy-New Bedford,New Bedford,MA,www.rob-roy.com,1,41.6719,-70.9252
1738,2,0.2777,,,,,,,,35849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,410.0,0.4585,0.0195,0.0512,0.1024,0.0,0.0,0.039,0.3049,0.0244,,,,219400,The New England Conservatory of Music,Boston,MA,necmusic.edu,4,42.341,-71.0863
1739,2,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,216400,New England College of Optometry,Boston,MA,www.neco.edu,4,42.3517,-71.0865
1740,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2579800,New England School of Acupuncture,Newton,MA,www.nesa.edu,4,42.3637,-71.1949
1741,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891600,New England School of Law,Boston,MA,www.nesl.edu,4,42.3508,-71.0665
1742,3,,,,,,,,,43898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.0,0.7424,0.0303,0.0758,0.0303,0.0152,0.0,0.0,0.1061,0.0,,,,2163500,New England School of Photography,Boston,MA,www.NESOP.com,1,42.3492,-71.097
1743,2,0.5953,380.0,480.0,380.0,460.0,380.0,460.0,,24111.0,0.0,0.0,0.0,0.0,0.0507,0.0,0.0217,0.1304,0.0,0.0,0.0,0.0,0.0,0.0217,0.0,0.0145,0.0,0.0,0.0,0.0,0.0,0.0652,0.0,0.0,0.0,0.0,0.0652,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.1594,0.0362,0.3913,0.0,961.0,0.4183,0.3351,0.1519,0.0583,0.0,0.0,0.0,0.0364,0.0,,,,748400,Newbury College,Brookline,MA,www.newbury.edu,3,42.331,-71.1421
1744,2,0.8047,420.0,500.0,420.0,530.0,410.0,492.0,,26673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0038,0.0,0.0,0.1141,0.0,0.0,0.0,0.0,0.038,0.0798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7262,0.0038,1260.0,0.8151,0.0556,0.073,0.0143,0.004,0.0024,0.0278,0.0079,0.0,,,,219700,Nichols College,Dudley,MA,www.nichols.edu,4,42.0425,-71.9296
1745,1,0.672,480.0,580.0,450.0,550.0,,,14837.0,,0.0,0.0251,0.0,0.0,0.0,0.0,0.0139,0.0,0.0223,0.0,0.0,0.0,0.0,0.0,0.1448,0.0,0.0,0.0724,0.0306,0.0,0.1003,0.0,0.0056,0.0,0.0306,0.0,0.0919,0.0,0.0,0.156,0.0,0.0,0.0,0.0,0.0864,0.0056,0.1838,0.0306,1483.0,0.7626,0.0971,0.0654,0.0142,0.0013,0.0007,0.0243,0.0,0.0344,,,,218700,Massachusetts College of Liberal Arts,North Adams,MA,www.mcla.edu,4,42.6924,-73.1035
1746,2,,,,,,,,,29436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3077,0.4103,0.2821,0.0,0.0,0.0,0.0,0.0,161.0,0.8261,0.0559,0.0062,0.0497,0.0,0.0,0.0,0.0435,0.0186,,,,2197900,North Bennet Street School,Boston,MA,www.nbss.edu,1,42.3658,-71.0549
1747,1,,,,,,,,8705.0,,0.0179,0.0051,0.0,0.0,0.0,0.0,0.0231,0.0401,0.0085,0.0094,0.035,0.0,0.0939,0.0248,0.0,0.2511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.1196,0.0085,0.0,0.0077,0.0,0.0,0.0026,0.0179,0.2741,0.0547,0.0,7053.0,0.5982,0.0966,0.2178,0.043,0.0021,0.001,0.0186,0.001,0.0218,,,,217300,North Shore Community College,Danvers,MA,www.northshore.edu,2,42.5973,-70.9683
1748,3,,,,,,,,,29238.0,0.0,0.0,0.0,0.0,0.0226,0.3258,0.1452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4516,0.0,0.0548,0.0,779.0,0.2311,0.0449,0.1656,0.0218,0.0026,0.0,0.0154,0.0039,0.5148,,,,748600,The New England Institute of Art,Brookline,MA,www.artinstitutes.edu/boston,3,42.3321,-71.1157
1749,2,0.3231,640.0,730.0,660.0,750.0,640.0,720.0,,31503.0,0.0,0.0163,0.013,0.0005,0.0699,0.0003,0.033,0.0,0.0,0.1067,0.0061,0.0058,0.0,0.0,0.0117,0.0066,0.0,0.0632,0.0061,0.0,0.0,0.0,0.0033,0.0,0.0132,0.0,0.0498,0.0358,0.0157,0.0973,0.0,0.0,0.0,0.0,0.0508,0.1171,0.267,0.0109,13204.0,0.4951,0.0344,0.0663,0.0996,0.0008,0.0002,0.0354,0.1761,0.0922,,,,219900,Northeastern University,Boston,MA,www.northeastern.edu,4,42.34,-71.0888
1750,1,,,,,,,,8108.0,,0.0,0.0,0.0,0.0,0.0,0.0088,0.108,0.0,0.0432,0.0,0.0624,0.0168,0.0,0.0176,0.0,0.1992,0.0,0.0,0.0,0.0,0.0008,0.0024,0.0,0.0,0.0,0.0048,0.0,0.0544,0.0,0.0,0.0,0.0,0.0,0.0,0.0288,0.3336,0.1192,0.0,6746.0,0.5341,0.0418,0.3749,0.0147,0.0016,0.0046,0.0129,0.0065,0.0089,,,,217400,Northern Essex Community College,Haverhill,MA,www.necc.mass.edu/,2,42.7961,-71.0475
1751,2,0.7492,420.0,520.0,400.0,520.0,410.0,530.0,,19996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169,0.0,0.0136,0.0,0.0,0.0,0.0,0.0475,0.0169,0.0339,0.0,0.0441,0.0136,0.0,0.0576,0.0,0.0,0.0,0.0034,0.0,0.0644,0.0,0.1085,0.0203,0.0,0.0,0.0,0.0,0.0034,0.4339,0.1153,0.0068,1308.0,0.5558,0.0826,0.107,0.0252,0.0069,0.0,0.0,0.0076,0.2148,,,,214000,College of Our Lady of the Elms,Chicopee,MA,www.elms.edu,4,42.1418,-72.6015
1752,2,0.6411,320.0,440.0,340.0,420.0,330.0,440.0,,13735.0,0.0,0.0,0.0,0.0,0.0678,0.0,0.0,0.0,0.0508,0.0,0.0,0.0,0.0,0.0,0.0339,0.0,0.0,0.1864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2034,0.0,0.0,0.1864,0.0,0.0,0.0,0.0,0.0339,0.0508,0.1864,0.0,221.0,0.1176,0.2851,0.2172,0.0769,0.0045,0.0,0.1719,0.0,0.1267,,,,220100,Pine Manor College,Chestnut Hill,MA,www.pmc.edu,4,42.3196,-71.157
1753,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220200,Blessed John XXIII National Seminary,Weston,MA,www.blessedjohnxxiii.edu,4,42.3455,-71.2717
1754,1,,,,,,,,12002.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0243,0.0,0.0434,0.0,0.0,0.0,0.0,0.0226,0.0,0.2361,0.0,0.0243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104,0.0,0.0521,0.0208,0.0,0.0,0.0,0.0,0.0,0.0174,0.4115,0.1372,0.0,4025.0,0.4862,0.2211,0.0524,0.073,0.0027,0.0015,0.0072,0.0897,0.0661,,,,220500,Quincy College,Quincy,MA,www.quincycollege.edu,2,42.253,-71.0033
1755,1,,,,,,,,6510.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,0.0422,0.004,0.0923,0.0048,0.0,0.0,0.0,0.1607,0.0,0.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0986,0.0628,0.0,0.0,0.0199,0.0,0.0,0.0,0.2625,0.1933,0.0,7647.0,0.5915,0.1194,0.1615,0.0429,0.0047,0.0016,0.0199,0.0027,0.0558,,,,217500,Quinsigamond Community College,Worcester,MA,www.qcc.edu,2,42.3147,-71.7936
1756,2,0.7243,420.0,520.0,420.0,540.0,420.0,520.0,,37829.0,0.0,0.0,0.0,0.0,0.0349,0.0,0.0,0.0,0.0029,0.0,0.0,0.0058,0.0,0.0,0.0174,0.0291,0.0,0.0436,0.0,0.0,0.0029,0.0291,0.0,0.0,0.0087,0.0,0.0262,0.0,0.0349,0.0436,0.0,0.0,0.0,0.0,0.0029,0.657,0.0494,0.0116,1188.0,0.4579,0.2062,0.112,0.0589,0.0034,0.0017,0.0194,0.0135,0.1271,,,,220600,Regis College,Weston,MA,www.regiscollege.edu,4,42.3511,-71.3091
1757,1,,,,,,,,2399.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0127,0.0,0.0446,0.0159,0.0,0.0,0.0,0.0,0.0,0.4586,0.0,0.0637,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1752,0.121,0.0,2216.0,0.0528,0.4847,0.1665,0.019,0.0041,0.0,0.0,0.0023,0.2708,,,,1193000,Roxbury Community College,Roxbury Crossing,MA,www.rcc.mass.edu,2,42.3297,-71.0954
1758,2,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.7143,0.0,0.0857,0.0571,0.0,0.0,0.0,0.1429,0.0,,,,221400,Saint John's Seminary,Brighton,MA,www.sjs.edu,4,42.3441,-71.162
1759,1,0.6929,440.0,540.0,450.0,540.0,,,15420.0,,0.0,0.0,0.0,0.0,0.0633,0.0,0.0113,0.0,0.0907,0.0,0.0,0.0033,0.0,0.0,0.0293,0.0153,0.0,0.046,0.0087,0.0,0.0,0.0313,0.0,0.0,0.01,0.0,0.0807,0.0933,0.0373,0.046,0.0,0.0,0.0,0.0,0.0473,0.1307,0.2187,0.0367,7134.0,0.6993,0.0834,0.1086,0.0324,0.0027,0.001,0.0221,0.0341,0.0164,,,,218800,Salem State University,Salem,MA,www.salemstate.edu,4,42.5029,-70.8893
1760,3,,,,,,,,,23850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7121,0.1455,0.0,697.0,0.5524,0.0861,0.2999,0.0187,0.0,0.0,0.0287,0.0,0.0143,,,,466600,Salter College-West Boylston,West Boylston,MA,www.salter.edu,2,42.3507,-71.7879
1761,2,0.4897,520.0,630.0,520.0,620.0,530.0,640.0,,29085.0,0.0022,0.0067,0.0,0.0112,0.0649,0.0,0.0067,0.0,0.0089,0.0,0.0,0.0045,0.0045,0.0,0.0582,0.0,0.0,0.0671,0.0089,0.0,0.0291,0.0671,0.0022,0.0,0.0179,0.0,0.0872,0.0,0.0,0.0626,0.0,0.0,0.0,0.0,0.0224,0.3848,0.0671,0.0157,1710.0,0.6754,0.0556,0.0637,0.0906,0.0018,0.0006,0.0327,0.0322,0.0474,,,,220800,Simmons College,Boston,MA,www.simmons.edu,4,42.3393,-71.1
1762,2,0.922,,,,,,,,29821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083,0.0,0.0,0.0333,0.0,0.0167,0.0,0.0,0.0583,0.5917,0.0,0.0083,0.0,0.0,0.075,0.0,0.0167,0.0,0.0167,0.0,0.0333,0.0,0.0,0.0583,0.0,0.0,0.0,0.0,0.075,0.0083,0.0,0.0,344.0,0.5727,0.0669,0.0174,0.061,0.0,0.0029,0.0901,0.0988,0.0901,,,,964500,Bard College at Simon's Rock,Great Barrington,MA,www.simons-rock.edu/,3,42.2092,-73.38
